runner_id,date,type_seance,distance,duree,allure,fc_moyenne,elevation
R091,2024-12-19,Fractionné,9.8,46.3,4.7,152,45
R091,2025-05-27,Fractionné,9.6,45.4,4.7,152,36
R091,2025-04-30,Endurance,20.7,118.8,5.75,131,11
R091,2025-04-22,Tempo,8.6,45.0,5.22,145,1
R091,2024-12-14,Fractionné,9.1,42.7,4.7,152,40
R091,2025-04-16,Endurance,18.6,106.7,5.75,131,35
R091,2025-04-23,Endurance,15.4,88.5,5.75,131,23
R091,2025-03-13,Endurance,21.9,126.0,5.75,131,48
R091,2025-04-03,Tempo,9.7,50.7,5.22,145,29
R091,2025-06-05,Fractionné,6.6,30.9,4.7,152,12
R091,2025-01-29,Endurance,14.2,81.5,5.75,131,48
R091,2025-01-22,Endurance,22.3,128.0,5.75,131,12
R091,2025-04-22,Tempo,10.0,52.3,5.22,145,49
R091,2025-04-08,Endurance,17.3,99.4,5.75,131,33
R091,2024-12-27,Endurance,15.2,87.5,5.75,131,36
R091,2025-04-23,Endurance,15.9,91.4,5.75,131,18
R091,2025-01-18,Seuil,12.7,66.3,5.22,131,27
R091,2025-02-05,Tempo,12.9,67.7,5.22,145,10
R091,2025-04-05,Tempo,8.5,44.2,5.22,145,45
R091,2025-03-06,Endurance,19.1,109.9,5.75,131,48
R091,2024-12-27,Endurance,20.9,120.0,5.75,131,30
R092,2025-02-03,Endurance,4.7,31.0,6.66,121,41
R092,2025-01-10,Fractionné,6.2,34.0,5.45,140,132
R092,2025-06-10,Endurance,6.5,43.2,6.66,121,180
R092,2025-06-10,Tempo,8.5,51.4,6.05,133,129
R092,2025-03-31,Endurance,4.1,27.0,6.66,121,162
R092,2025-01-27,Endurance,5.3,35.5,6.66,121,104
R092,2025-02-22,Tempo,13.4,81.4,6.05,133,196
R092,2025-01-28,Endurance,5.1,34.1,6.66,121,81
R092,2025-02-14,Endurance,6.1,40.4,6.66,121,11
R092,2025-01-17,Endurance,5.6,37.3,6.66,121,46
R092,2025-05-22,Endurance,5.2,34.6,6.66,121,194
R092,2025-04-12,Endurance,4.5,29.7,6.66,121,106
R092,2025-05-23,Endurance,4.9,32.8,6.66,121,96
R092,2025-01-30,Endurance,6.6,44.1,6.66,121,40
R092,2025-05-25,Endurance,4.4,29.0,6.66,121,176
R092,2025-02-03,Fractionné,7.7,42.1,5.45,140,50
R092,2025-05-14,Endurance,5.2,34.8,6.66,121,54
R092,2025-01-31,Tempo,8.1,48.7,6.05,133,47
R092,2025-04-12,Endurance,6.2,41.4,6.66,121,13
R092,2025-04-05,Endurance,4.9,32.4,6.66,121,132
R092,2025-04-22,Endurance,5.6,37.0,6.66,121,121
R092,2025-04-05,Endurance,5.5,36.9,6.66,121,132
R092,2025-05-13,Tempo,11.1,67.0,6.05,133,88
R092,2025-03-14,Endurance,3.9,25.8,6.66,121,17
R092,2024-12-30,Endurance,4.4,29.3,6.66,121,107
R092,2025-06-10,Endurance,6.3,42.1,6.66,121,98
R092,2024-12-31,Endurance,5.9,39.2,6.66,121,152
R092,2025-01-14,Endurance,6.4,42.7,6.66,121,91
R092,2025-04-15,Endurance,6.2,41.2,6.66,121,52
R092,2025-01-22,Fractionné,6.6,35.8,5.45,140,38
R092,2025-05-12,Endurance,5.2,34.7,6.66,121,185
R092,2025-02-19,Endurance,5.1,34.3,6.66,121,121
R092,2025-06-09,Tempo,8.8,53.4,6.05,133,117
R092,2025-02-15,Tempo,12.2,73.6,6.05,133,66
R092,2025-06-10,Endurance,4.2,28.0,6.66,121,159
R092,2024-12-22,Endurance,5.5,36.8,6.66,121,142
R092,2025-03-19,Endurance,5.3,35.1,6.66,121,137
R092,2025-02-21,Endurance,5.5,36.6,6.66,121,143
R092,2025-04-10,Endurance,5.3,35.4,6.66,121,107
R092,2025-02-01,Endurance,5.9,39.5,6.66,121,98
R092,2025-05-15,Tempo,9.8,59.3,6.05,133,80
R092,2025-02-22,Endurance,5.2,34.6,6.66,121,195
R092,2025-05-04,Endurance,4.3,28.7,6.66,121,55
R092,2025-01-23,Endurance,6.8,45.5,6.66,121,51
R092,2025-06-01,Endurance,6.3,42.0,6.66,121,140
R092,2025-01-31,Tempo,14.0,84.6,6.05,133,165
R092,2024-12-15,Endurance,5.9,39.4,6.66,121,64
R092,2025-05-24,Tempo,8.7,52.6,6.05,133,152
R092,2025-02-14,Endurance,5.5,36.4,6.66,121,199
R092,2025-03-20,Endurance,5.8,38.3,6.66,121,136
R092,2025-05-25,Endurance,3.4,22.7,6.66,121,107
R092,2025-01-02,Endurance,5.6,37.4,6.66,121,128
R092,2025-01-09,Tempo,8.7,52.9,6.05,133,8
R092,2025-05-25,Endurance,5.3,35.4,6.66,121,99
R092,2025-05-14,Fractionné,8.5,46.1,5.45,140,172
R092,2025-05-15,Endurance,7.0,46.9,6.66,121,178
R092,2025-01-05,Fractionné,10.7,58.2,5.45,140,138
R092,2025-05-16,Endurance,3.9,26.2,6.66,121,165
R092,2025-05-31,Endurance,4.6,30.3,6.66,121,33
R092,2025-04-16,Endurance,5.6,36.9,6.66,121,80
R092,2025-01-18,Endurance,6.6,44.2,6.66,121,106
R092,2025-05-23,Endurance,5.9,39.0,6.66,121,96
R092,2025-01-07,Endurance,4.3,28.9,6.66,121,169
R092,2025-03-13,Endurance,6.5,43.3,6.66,121,23
R092,2025-04-02,Endurance,4.8,32.1,6.66,121,89
R092,2025-05-09,Fractionné,6.5,35.2,5.45,140,96
R092,2025-05-11,Fractionné,8.9,48.6,5.45,140,137
R092,2025-05-01,Tempo,9.8,59.6,6.05,133,167
R093,2025-02-24,Fractionné,9.9,46.7,4.7,156,131
R093,2025-04-20,Tempo,13.2,69.1,5.22,149,103
R093,2025-01-15,Endurance,26.5,152.5,5.75,135,156
R093,2025-06-04,Endurance,19.8,113.9,5.75,135,131
R093,2025-01-09,Tempo,14.5,75.5,5.22,149,12
R093,2025-04-05,Endurance,18.6,106.7,5.75,135,159
R093,2025-06-08,Fractionné,8.0,37.7,4.7,156,134
R093,2025-04-22,Seuil,13.8,71.9,5.22,135,128
R093,2025-05-17,Endurance,15.5,89.1,5.75,135,180
R093,2025-04-29,Fractionné,11.4,53.4,4.7,156,8
R093,2025-03-21,Endurance,19.8,113.6,5.75,135,113
R093,2025-02-12,Seuil,16.9,88.6,5.22,135,86
R093,2024-12-23,Tempo,8.9,46.7,5.22,149,55
R093,2025-04-01,Tempo,8.1,42.5,5.22,149,115
R093,2025-03-15,Seuil,16.8,87.6,5.22,135,38
R093,2025-04-05,Fractionné,10.6,49.9,4.7,156,113
R093,2025-02-06,Endurance,19.3,110.6,5.75,135,137
R093,2025-01-22,Seuil,10.0,52.4,5.22,135,155
R093,2025-04-13,Tempo,10.3,53.8,5.22,149,61
R093,2025-05-19,Fractionné,7.5,35.1,4.7,156,101
R093,2024-12-27,Endurance,13.8,79.5,5.75,135,7
R093,2024-12-30,Tempo,14.1,73.9,5.22,149,150
R093,2025-02-15,Fractionné,11.8,55.7,4.7,156,196
R093,2025-05-11,Tempo,11.7,61.3,5.22,149,149
R093,2025-03-28,Tempo,12.2,63.5,5.22,149,175
R093,2025-05-06,Endurance,21.1,121.1,5.75,135,27
R093,2025-04-14,Endurance,20.7,118.7,5.75,135,43
R093,2025-04-10,Fractionné,10.9,51.4,4.7,156,48
R093,2025-06-01,Endurance,13.7,79.0,5.75,135,76
R093,2025-01-01,Endurance,24.2,138.8,5.75,135,27
R093,2025-04-07,Fractionné,10.6,49.7,4.7,156,165
R093,2025-03-02,Endurance,22.7,130.3,5.75,135,45
R093,2025-03-20,Endurance,15.3,87.9,5.75,135,167
R093,2025-02-18,Fractionné,8.4,39.5,4.7,156,15
R093,2024-12-30,Tempo,10.7,55.7,5.22,149,81
R093,2024-12-16,Tempo,11.7,61.0,5.22,149,30
R093,2025-04-24,Tempo,12.6,65.7,5.22,149,29
R093,2025-01-07,Tempo,8.0,41.9,5.22,149,142
R093,2025-02-02,Endurance,18.7,107.4,5.75,135,37
R093,2025-01-01,Tempo,11.7,61.1,5.22,149,88
R093,2025-02-13,Tempo,14.1,73.6,5.22,149,71
R093,2025-02-04,Endurance,22.5,129.5,5.75,135,97
R093,2025-05-23,Seuil,13.6,71.1,5.22,135,118
R093,2025-04-19,Seuil,10.4,54.2,5.22,135,104
R093,2024-12-31,Fractionné,7.3,34.2,4.7,156,120
R093,2025-01-14,Endurance,10.8,61.9,5.75,135,29
R093,2025-05-12,Endurance,11.7,67.3,5.75,135,123
R093,2025-06-01,Endurance,11.8,67.6,5.75,135,193
R093,2025-04-09,Tempo,10.1,52.6,5.22,149,60
R093,2025-03-18,Tempo,14.9,77.6,5.22,149,121
R093,2025-01-16,Seuil,17.3,90.5,5.22,135,37
R093,2025-01-05,Endurance,17.3,99.2,5.75,135,78
R093,2025-04-05,Seuil,10.1,52.8,5.22,135,95
R093,2024-12-25,Tempo,12.4,64.9,5.22,149,70
R093,2025-01-28,Endurance,23.6,135.5,5.75,135,100
R093,2025-01-25,Tempo,10.4,54.2,5.22,149,181
R093,2025-03-06,Tempo,12.2,63.8,5.22,149,144
R093,2025-05-26,Endurance,14.3,82.4,5.75,135,168
R093,2024-12-20,Seuil,10.6,55.6,5.22,135,96
R093,2025-05-14,Endurance,14.6,83.7,5.75,135,29
R093,2025-03-23,Tempo,13.0,68.0,5.22,149,62
R093,2025-01-13,Endurance,20.6,118.3,5.75,135,79
R093,2025-03-09,Tempo,10.3,53.7,5.22,149,18
R093,2025-03-23,Endurance,21.0,120.9,5.75,135,93
R093,2025-03-03,Endurance,15.9,91.3,5.75,135,22
R093,2025-03-29,Endurance,19.7,113.2,5.75,135,162
R093,2024-12-24,Tempo,12.4,65.0,5.22,149,66
R093,2025-03-30,Endurance,18.4,105.5,5.75,135,10
R093,2025-06-03,Seuil,12.9,67.6,5.22,135,82
R094,2025-04-09,Fractionné,11.7,49.1,4.21,166,27
R094,2025-01-30,Fractionné,10.9,46.1,4.21,166,32
R094,2025-04-10,Seuil,15.4,71.8,4.67,143,3
R094,2025-02-12,Endurance,13.3,68.4,5.14,143,22
R094,2025-04-21,Fractionné,7.1,29.8,4.21,166,7
R094,2025-05-08,Tempo,11.6,54.2,4.67,159,31
R094,2025-03-27,Endurance,16.0,82.5,5.14,143,32
R094,2025-01-12,Endurance,11.5,59.1,5.14,143,46
R094,2025-06-07,Tempo,8.9,41.4,4.67,159,42
R094,2025-05-05,Fractionné,8.5,35.8,4.21,166,46
R094,2025-05-26,Endurance,16.3,84.1,5.14,143,27
R094,2025-04-16,Tempo,13.1,61.2,4.67,159,15
R094,2025-04-23,Fractionné,6.3,26.3,4.21,166,19
R094,2025-01-07,Seuil,14.8,69.1,4.67,143,43
R094,2025-02-01,Endurance,11.1,57.0,5.14,143,10
R094,2025-05-26,Endurance,13.1,67.4,5.14,143,14
R094,2025-05-09,Endurance,12.3,63.4,5.14,143,4
R094,2025-01-18,Fractionné,6.4,26.8,4.21,166,31
R094,2025-03-28,Tempo,14.2,66.6,4.67,159,24
R094,2025-05-09,Seuil,13.8,64.4,4.67,143,5
R094,2025-02-13,Tempo,14.7,68.9,4.67,159,2
R094,2025-03-21,Endurance,13.3,68.2,5.14,143,21
R094,2025-06-04,Tempo,12.9,60.1,4.67,159,38
R094,2025-01-23,Endurance,12.8,65.8,5.14,143,37
R094,2024-12-17,Tempo,8.9,41.4,4.67,159,20
R094,2025-05-14,Endurance,12.4,63.7,5.14,143,3
R094,2025-01-28,Endurance,10.3,53.1,5.14,143,22
R094,2024-12-19,Endurance,16.1,83.0,5.14,143,22
R094,2025-04-22,Endurance,11.4,58.8,5.14,143,8
R094,2025-02-03,Endurance,12.9,66.5,5.14,143,17
R094,2025-03-31,Endurance,16.3,83.6,5.14,143,30
R094,2025-03-24,Endurance,15.8,81.2,5.14,143,26
R094,2025-04-18,Seuil,14.1,65.7,4.67,143,7
R094,2024-12-20,Endurance,13.6,69.9,5.14,143,6
R094,2025-03-08,Endurance,11.9,61.1,5.14,143,11
R094,2025-01-28,Endurance,12.4,63.9,5.14,143,25
R094,2025-03-24,Endurance,14.8,76.3,5.14,143,25
R094,2024-12-26,Endurance,10.1,51.7,5.14,143,31
R094,2025-02-12,Endurance,13.1,67.6,5.14,143,37
R094,2025-04-19,Endurance,12.1,62.4,5.14,143,27
R094,2025-04-13,Tempo,8.7,40.8,4.67,159,15
R094,2025-02-19,Endurance,14.2,72.8,5.14,143,19
R094,2025-03-15,Seuil,15.3,71.6,4.67,143,12
R094,2025-05-05,Tempo,9.2,42.8,4.67,159,38
R094,2025-02-17,Endurance,14.8,76.3,5.14,143,49
R094,2025-02-03,Fractionné,8.0,33.5,4.21,166,4
R094,2025-02-24,Seuil,18.0,84.1,4.67,143,39
R094,2025-04-07,Endurance,10.1,52.1,5.14,143,40
R094,2025-02-19,Endurance,13.1,67.3,5.14,143,13
R094,2025-05-04,Tempo,12.2,56.9,4.67,159,30
R094,2025-06-04,Fractionné,7.1,30.0,4.21,166,18
R094,2025-02-26,Endurance,15.6,80.0,5.14,143,30
R094,2025-04-28,Endurance,9.9,50.9,5.14,143,7
R094,2025-05-28,Fractionné,6.2,26.1,4.21,166,44
R094,2025-01-19,Fractionné,10.0,42.1,4.21,166,3
R094,2025-04-22,Seuil,13.4,62.9,4.67,143,46
R094,2025-02-13,Endurance,12.7,65.3,5.14,143,28
R094,2025-02-05,Endurance,12.5,64.5,5.14,143,18
R094,2025-01-16,Endurance,17.0,87.2,5.14,143,30
R094,2024-12-15,Fractionné,7.9,33.4,4.21,166,34
R094,2025-01-02,Fractionné,11.0,46.2,4.21,166,38
R094,2025-03-04,Endurance,11.0,56.4,5.14,143,14
R094,2025-01-28,Endurance,13.1,67.3,5.14,143,28
R094,2025-05-04,Seuil,11.4,53.5,4.67,143,10
R094,2024-12-27,Endurance,9.4,48.2,5.14,143,18
R094,2024-12-13,Tempo,9.2,43.2,4.67,159,49
R094,2025-04-30,Endurance,12.3,63.1,5.14,143,7
R094,2025-06-01,Endurance,10.1,52.1,5.14,143,39
R094,2025-03-18,Endurance,8.9,46.0,5.14,143,43
R094,2025-04-19,Endurance,10.7,54.8,5.14,143,22
R094,2025-02-05,Endurance,15.1,77.4,5.14,143,39
R094,2025-03-30,Endurance,10.0,51.4,5.14,143,20
R094,2025-04-22,Endurance,15.9,81.8,5.14,143,24
R094,2025-03-13,Endurance,13.3,68.6,5.14,143,48
R094,2024-12-16,Fractionné,10.5,44.3,4.21,166,21
R094,2025-01-28,Tempo,12.7,59.5,4.67,159,40
R094,2025-01-17,Endurance,10.8,55.6,5.14,143,34
R094,2025-05-19,Tempo,9.2,43.1,4.67,159,13
R094,2025-01-26,Tempo,9.1,42.7,4.67,159,43
R094,2025-03-12,Endurance,11.8,60.6,5.14,143,20
R094,2024-12-21,Endurance,23.5,120.8,5.14,143,37
R094,2025-06-03,Endurance,10.7,55.2,5.14,143,30
R094,2025-05-04,Tempo,10.4,48.8,4.67,159,25
R094,2025-02-25,Fractionné,11.0,46.2,4.21,166,30
R094,2025-01-07,Endurance,15.5,79.5,5.14,143,21
R094,2025-02-16,Endurance,12.0,61.5,5.14,143,7
R094,2025-03-30,Endurance,11.5,59.2,5.14,143,15
R094,2025-03-25,Endurance,12.3,63.2,5.14,143,31
R094,2025-04-22,Fractionné,9.3,39.2,4.21,166,30
R094,2025-02-05,Tempo,14.4,67.1,4.67,159,48
R094,2025-01-12,Endurance,13.0,67.0,5.14,143,3
R094,2025-06-05,Tempo,13.1,61.4,4.67,159,0
R094,2025-03-11,Tempo,11.1,51.7,4.67,159,36
R094,2024-12-23,Endurance,7.8,40.2,5.14,143,24
R094,2025-04-08,Endurance,13.1,67.3,5.14,143,28
R094,2025-01-31,Tempo,11.9,55.5,4.67,159,48
R094,2025-02-24,Seuil,16.6,77.6,4.67,143,7
R094,2025-06-08,Endurance,12.2,62.8,5.14,143,25
R094,2025-01-17,Seuil,17.1,80.0,4.67,143,7
R094,2025-02-07,Endurance,12.8,65.6,5.14,143,0
R094,2024-12-23,Endurance,12.1,62.4,5.14,143,14
R094,2025-02-26,Endurance,9.5,49.0,5.14,143,45
R094,2025-05-03,Endurance,11.9,60.9,5.14,143,34
R094,2025-01-06,Endurance,9.4,48.6,5.14,143,17
R094,2025-04-21,Tempo,9.6,45.0,4.67,159,44
R094,2025-04-27,Seuil,16.9,78.9,4.67,143,22
R094,2025-02-22,Tempo,11.0,51.5,4.67,159,11
R094,2025-06-06,Fractionné,6.1,25.7,4.21,166,22
R094,2025-01-13,Fractionné,7.3,30.7,4.21,166,49
R094,2025-05-13,Endurance,11.3,58.1,5.14,143,3
R094,2025-01-11,Endurance,15.3,78.7,5.14,143,5
R094,2025-01-05,Endurance,12.1,62.4,5.14,143,31
R094,2025-05-17,Endurance,12.2,62.8,5.14,143,25
R094,2025-05-29,Tempo,8.5,39.9,4.67,159,31
R094,2024-12-16,Endurance,10.0,51.5,5.14,143,25
R095,2025-04-05,Endurance,19.0,126.6,6.66,124,10
R095,2025-03-22,Endurance,16.2,107.5,6.66,124,44
R095,2025-01-29,Endurance,18.4,122.8,6.66,124,19
R095,2025-05-23,Fractionné,9.3,50.4,5.45,144,32
R095,2024-12-31,Endurance,11.0,73.1,6.66,124,10
R095,2024-12-20,Tempo,13.2,80.2,6.05,138,6
R095,2025-04-08,Tempo,8.6,52.1,6.05,138,9
R095,2025-02-22,Endurance,19.8,131.7,6.66,124,15
R095,2025-01-23,Tempo,10.8,65.3,6.05,138,36
R095,2025-02-02,Endurance,17.5,116.6,6.66,124,2
R095,2025-03-17,Fractionné,6.1,33.4,5.45,144,39
R095,2025-02-26,Endurance,18.8,125.1,6.66,124,22
R095,2025-03-03,Endurance,16.1,107.0,6.66,124,0
R095,2025-04-15,Endurance,10.0,66.3,6.66,124,6
R095,2025-02-28,Endurance,12.9,86.1,6.66,124,3
R095,2025-05-20,Endurance,20.8,138.6,6.66,124,24
R095,2025-01-18,Fractionné,7.6,41.3,5.45,144,6
R095,2025-05-03,Endurance,20.9,139.1,6.66,124,2
R095,2025-06-06,Endurance,23.1,153.6,6.66,124,5
R095,2025-02-09,Endurance,15.6,103.8,6.66,124,37
R095,2025-06-04,Tempo,9.7,58.9,6.05,138,29
R095,2025-02-02,Endurance,15.3,101.6,6.66,124,3
R095,2024-12-17,Fractionné,9.7,52.6,5.45,144,28
R095,2024-12-18,Tempo,11.8,71.3,6.05,138,4
R095,2025-02-22,Endurance,13.5,89.8,6.66,124,42
R095,2025-02-08,Endurance,19.1,127.1,6.66,124,41
R095,2024-12-28,Fractionné,6.6,35.8,5.45,144,2
R095,2025-04-22,Endurance,18.2,121.1,6.66,124,46
R095,2025-04-30,Endurance,23.2,154.3,6.66,124,45
R095,2025-01-10,Fractionné,8.8,48.0,5.45,144,33
R095,2025-06-09,Endurance,19.8,131.9,6.66,124,10
R095,2025-03-11,Endurance,12.7,84.7,6.66,124,5
R095,2025-05-10,Endurance,19.9,132.5,6.66,124,0
R095,2025-05-16,Endurance,16.1,107.2,6.66,124,30
R095,2025-04-12,Tempo,9.7,58.5,6.05,138,45
R095,2025-01-26,Endurance,22.3,148.1,6.66,124,23
R095,2025-01-08,Endurance,15.8,105.1,6.66,124,31
R095,2025-04-12,Tempo,13.7,82.6,6.05,138,13
R095,2025-02-12,Endurance,20.2,134.3,6.66,124,47
R095,2025-03-18,Endurance,14.3,95.0,6.66,124,47
R095,2025-01-29,Tempo,9.2,55.5,6.05,138,23
R096,2025-04-27,Endurance,4.6,35.9,7.87,113,58
R096,2024-12-29,Fractionné,6.5,42.0,6.44,131,100
R096,2025-04-27,Tempo,8.8,63.1,7.15,125,169
R096,2025-01-13,Endurance,8.4,66.0,7.87,113,65
R096,2025-05-17,Endurance,9.4,73.9,7.87,113,148
R096,2025-05-20,Endurance,8.7,68.7,7.87,113,55
R096,2025-03-02,Endurance,9.3,73.5,7.87,113,27
R096,2025-04-12,Endurance,7.2,56.9,7.87,113,30
R096,2025-05-04,Endurance,8.1,63.3,7.87,113,101
R096,2025-01-31,Fractionné,10.6,68.5,6.44,131,12
R096,2025-01-13,Endurance,8.5,66.5,7.87,113,90
R096,2025-05-19,Endurance,10.5,82.3,7.87,113,155
R096,2025-05-11,Endurance,7.3,57.3,7.87,113,190
R096,2025-02-12,Endurance,8.5,67.1,7.87,113,47
R096,2025-06-08,Tempo,9.4,66.9,7.15,125,185
R096,2025-02-01,Fractionné,9.9,63.5,6.44,131,8
R096,2024-12-19,Endurance,6.1,47.7,7.87,113,186
R096,2025-05-11,Endurance,7.7,60.6,7.87,113,145
R096,2025-02-08,Endurance,9.5,75.0,7.87,113,25
R096,2025-03-28,Endurance,11.3,89.2,7.87,113,161
R096,2025-02-26,Endurance,12.1,94.9,7.87,113,34
R096,2025-03-30,Endurance,8.6,67.7,7.87,113,0
R096,2025-01-24,Endurance,11.9,93.2,7.87,113,108
R096,2025-02-16,Fractionné,9.6,61.5,6.44,131,38
R096,2025-06-03,Endurance,6.4,50.3,7.87,113,156
R096,2025-05-19,Endurance,6.5,51.2,7.87,113,138
R096,2025-05-21,Endurance,8.4,66.1,7.87,113,138
R096,2025-05-06,Endurance,8.8,69.0,7.87,113,63
R096,2025-05-17,Endurance,10.6,83.7,7.87,113,90
R096,2025-05-03,Endurance,5.5,43.4,7.87,113,0
R096,2025-03-31,Endurance,7.0,54.8,7.87,113,124
R096,2025-02-14,Tempo,9.1,65.3,7.15,125,77
R096,2025-04-02,Tempo,8.4,60.2,7.15,125,196
R096,2025-02-04,Endurance,7.7,60.2,7.87,113,148
R096,2025-04-18,Endurance,13.0,102.1,7.87,113,37
R096,2025-05-18,Endurance,9.9,77.7,7.87,113,3
R096,2025-05-07,Tempo,10.0,71.4,7.15,125,120
R096,2025-03-12,Tempo,9.8,70.4,7.15,125,161
R097,2025-03-09,Endurance,7.6,50.3,6.66,132,29
R097,2025-05-11,Endurance,6.4,42.7,6.66,132,42
R097,2024-12-16,Endurance,15.0,99.7,6.66,132,33
R097,2025-05-30,Tempo,12.9,78.2,6.05,146,15
R097,2025-03-09,Endurance,9.8,64.9,6.66,132,4
R097,2025-01-10,Tempo,12.5,75.9,6.05,146,21
R097,2025-01-30,Endurance,9.0,60.1,6.66,132,20
R097,2025-04-27,Endurance,14.8,98.6,6.66,132,37
R097,2025-04-24,Endurance,14.7,98.0,6.66,132,7
R097,2025-03-08,Endurance,10.4,69.0,6.66,132,37
R097,2025-05-16,Endurance,16.1,107.4,6.66,132,45
R097,2025-01-27,Endurance,10.5,69.8,6.66,132,39
R097,2025-01-23,Fractionné,10.3,56.1,5.45,153,2
R097,2025-01-07,Endurance,12.5,83.2,6.66,132,28
R097,2025-03-31,Endurance,13.3,88.4,6.66,132,8
R097,2025-02-06,Endurance,13.1,87.0,6.66,132,12
R097,2025-02-09,Endurance,9.0,60.2,6.66,132,21
R097,2024-12-13,Endurance,13.7,91.0,6.66,132,8
R097,2025-04-28,Fractionné,10.3,56.1,5.45,153,19
R097,2025-02-27,Fractionné,8.0,43.3,5.45,153,17
R097,2024-12-30,Endurance,11.0,73.1,6.66,132,29
R097,2025-02-23,Endurance,14.9,99.3,6.66,132,40
R097,2025-03-04,Endurance,13.0,86.4,6.66,132,37
R097,2025-01-19,Endurance,12.4,82.4,6.66,132,28
R097,2025-03-26,Endurance,8.9,59.5,6.66,132,7
R097,2025-01-28,Tempo,8.5,51.4,6.05,146,42
R097,2025-05-13,Tempo,13.6,82.4,6.05,146,25
R097,2024-12-19,Fractionné,11.9,64.6,5.45,153,15
R097,2025-03-11,Fractionné,9.9,53.9,5.45,153,10
R097,2024-12-15,Endurance,11.1,73.9,6.66,132,30
R097,2025-04-10,Endurance,10.5,69.9,6.66,132,18
R097,2025-02-05,Endurance,11.9,79.4,6.66,132,41
R097,2025-03-22,Endurance,10.3,68.9,6.66,132,24
R097,2024-12-19,Endurance,12.4,82.7,6.66,132,49
R097,2025-04-14,Endurance,9.8,65.1,6.66,132,48
R097,2024-12-19,Endurance,11.3,75.0,6.66,132,29
R097,2025-04-20,Fractionné,10.1,54.8,5.45,153,35
R097,2025-05-22,Endurance,12.7,84.6,6.66,132,37
R097,2025-03-27,Tempo,8.2,49.5,6.05,146,34
R097,2025-05-31,Tempo,13.2,79.6,6.05,146,40
R097,2025-04-06,Tempo,11.9,71.7,6.05,146,3
R097,2024-12-16,Endurance,10.4,68.9,6.66,132,15
R097,2025-06-05,Endurance,13.6,90.3,6.66,132,6
R097,2025-05-31,Endurance,14.9,98.9,6.66,132,14
R097,2024-12-18,Tempo,12.9,78.1,6.05,146,14
R097,2025-03-07,Endurance,15.4,102.6,6.66,132,45
R097,2025-05-12,Tempo,11.0,66.7,6.05,146,5
R097,2025-03-07,Endurance,10.7,71.1,6.66,132,14
R097,2025-02-16,Tempo,10.6,64.3,6.05,146,16
R097,2025-01-01,Fractionné,6.1,33.1,5.45,153,16
R097,2025-04-11,Tempo,9.8,59.3,6.05,146,11
R097,2025-02-08,Fractionné,9.4,51.0,5.45,153,7
R097,2025-04-12,Endurance,14.2,94.6,6.66,132,24
R097,2025-03-25,Endurance,12.7,84.7,6.66,132,28
R097,2025-05-30,Tempo,12.7,76.7,6.05,146,17
R097,2025-04-30,Fractionné,6.8,36.8,5.45,153,17
R098,2025-05-25,Endurance,15.6,103.6,6.66,124,11
R098,2025-01-03,Endurance,17.9,119.3,6.66,124,39
R098,2025-05-17,Fractionné,9.8,53.6,5.45,143,33
R098,2025-05-12,Tempo,14.6,88.3,6.05,136,7
R098,2024-12-15,Endurance,12.3,82.0,6.66,124,23
R098,2025-05-27,Endurance,17.2,114.5,6.66,124,35
R098,2025-02-01,Tempo,10.7,64.6,6.05,136,25
R098,2025-02-28,Endurance,15.3,101.9,6.66,124,38
R098,2025-03-01,Endurance,13.9,92.3,6.66,124,47
R098,2024-12-14,Endurance,16.6,110.5,6.66,124,28
R098,2025-01-05,Tempo,11.1,67.1,6.05,136,4
R098,2025-04-14,Fractionné,8.5,46.2,5.45,143,39
R098,2025-05-25,Endurance,18.5,123.0,6.66,124,49
R098,2025-03-01,Endurance,12.7,84.5,6.66,124,5
R098,2025-03-07,Fractionné,9.6,52.2,5.45,143,31
R098,2025-04-13,Endurance,14.4,95.7,6.66,124,14
R098,2025-05-01,Fractionné,11.3,61.7,5.45,143,43
R098,2025-04-18,Endurance,9.7,64.7,6.66,124,9
R098,2025-03-02,Endurance,9.6,63.7,6.66,124,25
R098,2024-12-31,Endurance,16.8,111.5,6.66,124,11
R098,2025-02-08,Endurance,15.1,100.5,6.66,124,20
R098,2025-01-10,Endurance,9.9,66.2,6.66,124,11
R098,2025-01-04,Endurance,10.6,70.3,6.66,124,25
R098,2025-04-08,Tempo,8.3,49.9,6.05,136,38
R098,2025-05-12,Tempo,14.3,86.3,6.05,136,38
R098,2025-01-29,Tempo,13.4,81.3,6.05,136,30
R098,2025-01-29,Endurance,11.2,74.3,6.66,124,36
R098,2025-03-24,Endurance,10.2,67.6,6.66,124,33
R098,2025-03-16,Endurance,14.8,98.6,6.66,124,34
R098,2025-01-22,Endurance,15.7,104.2,6.66,124,8
R098,2025-03-12,Tempo,11.8,71.6,6.05,136,44
R098,2025-02-09,Endurance,13.8,91.6,6.66,124,17
R098,2024-12-28,Endurance,15.5,102.9,6.66,124,31
R098,2025-03-11,Endurance,14.3,95.3,6.66,124,34
R098,2025-01-10,Fractionné,10.4,56.6,5.45,143,44
R098,2025-05-16,Endurance,12.4,82.6,6.66,124,34
R098,2025-05-08,Endurance,14.7,98.0,6.66,124,13
R098,2025-05-19,Endurance,12.6,84.1,6.66,124,47
R098,2024-12-29,Endurance,16.3,108.5,6.66,124,13
R098,2025-05-03,Tempo,13.0,78.8,6.05,136,10
